Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2006","2006","t","1374800","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2007","2007","t","1434000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2008","2008","t","1390800","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2009","2009","t","1413000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2010","2010","t","1401000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2011","2011","t","1403000","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2012","2012","t","1507700","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2013","2013","t","1495600","A","Official figure",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2014","2014","t","2100702.35","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2015","2015","t","1855052.78","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2016","2016","t","1848155.64","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2017","2017","t","1765609.07","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2018","2018","t","1828222.9","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2019","2019","t","1836154.99","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2020","2020","t","1858668.77","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2021","2021","t","1880721.9","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2022","2022","t","1920567.03","I","Imputed value",""
"QCL","Crops and livestock products","004","Afghanistan","5510","Production","02211","Raw milk of cattle","2023","2023","t","1950896.67","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2005","2005","t","1770.57","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2006","2006","t","2111.27","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2007","2007","t","2160.05","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2008","2008","t","1718.49","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2009","2009","t","1692.45","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2010","2010","t","1770.57","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2011","2011","t","1787.92","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2012","2012","t","1799.21","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2013","2013","t","1814.83","I","Imputed value",""
"QCL","Crops and livestock products","008","Albania","5510","Production","21512","Cattle fat, unrendered","2014","2014","t","1652.09","I","Imputed value",""
