Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2018","2018","t","99.14","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2019","2019","t","97.7","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2020","2020","t","164.01","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2021","2021","t","302.25","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2022","2022","t","144.33","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21151","Edible offal of cattle, fresh, chilled or frozen","2023","2023","t","77.66","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2005","2005","t","2047.5","E","Estimated value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2006","2006","t","1335","E","Estimated value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2007","2007","t","1170","E","Estimated value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2008","2008","t","720","E","Estimated value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2009","2009","t","792","E","Estimated value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2010","2010","t","680","E","Estimated value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2011","2011","t","1016","E","Estimated value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2012","2012","t","934.16","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2013","2013","t","560.22","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2014","2014","t","608.4","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2015","2015","t","482","E","Estimated value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2016","2016","t","1023.39","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2017","2017","t","1205.83","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2018","2018","t","1143.93","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2019","2019","t","1127.28","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2020","2020","t","1892.44","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2021","2021","t","3487.48","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2022","2022","t","1665.36","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","21111.01","Meat of cattle with the bone, fresh or chilled","2023","2023","t","896.1","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2005","2005","t","313.95","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2006","2006","t","204.7","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2007","2007","t","179.4","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2008","2008","t","110.4","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2009","2009","t","121.44","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2010","2010","t","104.27","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2011","2011","t","155.79","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2012","2012","t","143.24","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2013","2013","t","85.9","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2014","2014","t","93.29","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2015","2015","t","73.91","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2016","2016","t","156.92","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2017","2017","t","184.89","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2018","2018","t","175.4","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2019","2019","t","172.85","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2020","2020","t","290.17","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2021","2021","t","534.75","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2022","2022","t","255.35","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02951.01","Raw hides and skins of cattle","2023","2023","t","137.4","I","Imputed value",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02211","Raw milk of cattle","2005","2005","t","63","A","Official figure",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02211","Raw milk of cattle","2006","2006","t","37","A","Official figure",""
"QCL","Crops and livestock products","096","Brunei Darussalam","5510","Production","02211","Raw milk of cattle","2007","2007","t","35","E","Estimated value",""
